Created as New Dataset,Sample 024 By irlear Date Tuesday, December 30 2008
cm-1,A
2934.25,0.0042
2934.13,0.0046
2934.00,0.0052
2933.88,0.0058
2933.75,0.0061
2933.63,0.0061
2933.50,0.0056
2933.38,0.0048
2933.25,0.0041
2933.13,0.0034
2933.00,0.0029
2932.88,0.0024
2932.75,0.0021
2932.63,0.0021
2932.50,0.0025
2932.38,0.0030
2932.25,0.0037
2932.13,0.0043
2932.00,0.0049
2931.88,0.0053
2931.75,0.0054
2931.63,0.0049
2931.50,0.0040
2931.38,0.0030
2931.25,0.0024
2931.13,0.0024
2931.00,0.0031
2930.88,0.0040
2930.75,0.0048
2930.63,0.0053
2930.50,0.0057
2930.38,0.0062
2930.25,0.0069
2930.13,0.0074
2930.00,0.0076
2929.88,0.0075
2929.75,0.0072
2929.63,0.0069
2929.50,0.0065
2929.38,0.0060
2929.25,0.0054
2929.13,0.0051
2929.00,0.0049
2928.88,0.0049
2928.75,0.0047
2928.63,0.0044
2928.50,0.0041
2928.38,0.0042
2928.25,0.0048
2928.13,0.0057
2928.00,0.0065
2927.88,0.0069
2927.75,0.0065
2927.63,0.0056
2927.50,0.0047
2927.38,0.0041
2927.25,0.0041
2927.13,0.0043
2927.00,0.0043
2926.88,0.0039
2926.75,0.0031
2926.63,0.0023
2926.50,0.0021
2926.38,0.0026
2926.25,0.0036
2926.13,0.0047
2926.00,0.0058
2925.88,0.0068
2925.75,0.0078
2925.63,0.0084
2925.50,0.0083
2925.38,0.0074
2925.25,0.0057
2925.13,0.0041
2925.00,0.0034
2924.88,0.0037
2924.75,0.0046
2924.63,0.0053
2924.50,0.0053
2924.38,0.0047
2924.25,0.0040
2924.13,0.0036
2924.00,0.0033
2923.88,0.0031
2923.75,0.0030
2923.63,0.0032
2923.50,0.0041
2923.38,0.0055
2923.25,0.0068
2923.13,0.0076
2923.00,0.0074
2922.88,0.0063
2922.75,0.0048
2922.63,0.0036
2922.50,0.0031
2922.38,0.0034
2922.25,0.0041
2922.13,0.0044
2922.00,0.0040
2921.88,0.0031
2921.75,0.0023
2921.63,0.0021
2921.50,0.0024
2921.38,0.0032
2921.25,0.0043
2921.13,0.0054
2921.00,0.0065
2920.88,0.0073
2920.75,0.0076
2920.63,0.0076
2920.50,0.0074
2920.38,0.0069
2920.25,0.0063
2920.13,0.0055
2920.00,0.0046
2919.88,0.0037
2919.75,0.0030
2919.63,0.0026
2919.50,0.0025
2919.38,0.0028
2919.25,0.0035
2919.13,0.0044
2919.00,0.0053
2918.88,0.0060
2918.75,0.0066
2918.63,0.0071
2918.50,0.0076
2918.38,0.0078
2918.25,0.0077
2918.13,0.0072
2918.00,0.0065
2917.88,0.0057
2917.75,0.0050
2917.63,0.0044
2917.50,0.0040
2917.38,0.0038
2917.25,0.0038
2917.13,0.0039
2917.00,0.0041
2916.88,0.0043
2916.75,0.0043
2916.63,0.0043
2916.50,0.0045
2916.38,0.0049
2916.25,0.0054
2916.13,0.0059
2916.00,0.0060
2915.88,0.0058
2915.75,0.0055
2915.63,0.0053
2915.50,0.0052
2915.38,0.0053
2915.25,0.0054
2915.13,0.0053
2915.00,0.0051
2914.88,0.0047
2914.75,0.0045
2914.63,0.0048
2914.50,0.0054
2914.38,0.0061
2914.25,0.0061
2914.13,0.0054
2914.00,0.0041
2913.88,0.0030
2913.75,0.0026
2913.63,0.0031
2913.50,0.0042
2913.38,0.0052
2913.25,0.0055
2913.13,0.0052
2913.00,0.0044
2912.88,0.0035
2912.75,0.0029
2912.63,0.0028
2912.50,0.0032
2912.38,0.0037
2912.25,0.0041
2912.13,0.0041
2912.00,0.0043
2911.88,0.0048
2911.75,0.0055
2911.63,0.0062
2911.50,0.0064
2911.38,0.0063
2911.25,0.0062
2911.13,0.0067
2911.00,0.0074
2910.88,0.0082
2910.75,0.0087
2910.63,0.0088
2910.50,0.0086
2910.38,0.0082
2910.25,0.0077
2910.13,0.0076
2910.00,0.0078
2909.88,0.0080
2909.75,0.0078
2909.63,0.0072
2909.50,0.0065
2909.38,0.0060
2909.25,0.0060
2909.13,0.0065
2909.00,0.0074
2908.88,0.0080
2908.75,0.0083
2908.63,0.0079
2908.50,0.0072
2908.38,0.0065
2908.25,0.0060
2908.13,0.0059
2908.00,0.0061
2907.88,0.0065
2907.75,0.0070
2907.63,0.0074
2907.50,0.0076
2907.38,0.0075
2907.25,0.0070
2907.13,0.0063
2907.00,0.0058
2906.88,0.0059
2906.75,0.0065
2906.63,0.0074
2906.50,0.0080
2906.38,0.0079
2906.25,0.0074
2906.13,0.0072
2906.00,0.0075
2905.88,0.0082
2905.75,0.0088
2905.63,0.0090
2905.50,0.0091
2905.38,0.0091
2905.25,0.0094
2905.13,0.0096
2905.00,0.0095
2904.88,0.0091
2904.75,0.0086
2904.63,0.0081
2904.50,0.0078
2904.38,0.0074
2904.25,0.0069
2904.13,0.0066
2904.00,0.0067
2903.88,0.0074
2903.75,0.0081
2903.63,0.0083
2903.50,0.0077
2903.38,0.0068
2903.25,0.0061
2903.13,0.0059
2903.00,0.0064
2902.88,0.0073
2902.75,0.0083
2902.63,0.0090
2902.50,0.0092
2902.38,0.0088
2902.25,0.0079
2902.13,0.0068
2902.00,0.0058
2901.88,0.0052
2901.75,0.0051
2901.63,0.0058
2901.50,0.0071
2901.38,0.0084
2901.25,0.0091
2901.13,0.0087
2901.00,0.0077
2900.88,0.0068
2900.75,0.0065
2900.63,0.0070
2900.50,0.0077
2900.38,0.0081
2900.25,0.0081
2900.13,0.0076
2900.00,0.0070
2899.88,0.0066
2899.75,0.0063
2899.63,0.0063
2899.50,0.0064
2899.38,0.0063
2899.25,0.0060
2899.13,0.0055
2899.00,0.0050
2898.88,0.0047
2898.75,0.0047
2898.63,0.0052
2898.50,0.0060
2898.38,0.0069
2898.25,0.0076
2898.13,0.0078
2898.00,0.0077
2897.88,0.0075
2897.75,0.0074
2897.63,0.0077
2897.50,0.0080
2897.38,0.0085
2897.25,0.0089
2897.13,0.0092
2897.00,0.0092
2896.88,0.0090
2896.75,0.0088
2896.63,0.0086
2896.50,0.0082
2896.38,0.0077
2896.25,0.0071
2896.13,0.0066
2896.00,0.0059
2895.88,0.0050
2895.75,0.0037
2895.63,0.0024
2895.50,0.0018
2895.38,0.0022
2895.25,0.0036
2895.13,0.0055
2895.00,0.0074
2894.88,0.0089
2894.75,0.0097
2894.63,0.0095
2894.50,0.0086
2894.38,0.0072
2894.25,0.0060
2894.13,0.0053
2894.00,0.0051
2893.88,0.0052
2893.75,0.0054
2893.63,0.0053
2893.50,0.0052
2893.38,0.0049
2893.25,0.0047
2893.13,0.0044
2893.00,0.0043
2892.88,0.0045
2892.75,0.0050
2892.63,0.0057
2892.50,0.0063
2892.38,0.0068
2892.25,0.0069
2892.13,0.0070
2892.00,0.0070
2891.88,0.0070
2891.75,0.0072
2891.63,0.0074
2891.50,0.0075
2891.38,0.0072
2891.25,0.0067
2891.13,0.0060
2891.00,0.0054
2890.88,0.0050
2890.75,0.0048
2890.63,0.0046
2890.50,0.0044
2890.38,0.0044
2890.25,0.0045
2890.13,0.0045
2890.00,0.0044
2889.88,0.0043
2889.75,0.0042
2889.63,0.0043
2889.50,0.0043
2889.38,0.0043
2889.25,0.0040
2889.13,0.0035
2889.00,0.0028
2888.88,0.0019
2888.75,0.0012
2888.63,0.0008
2888.50,0.0007
2888.38,0.0008
2888.25,0.0010
2888.13,0.0014
2888.00,0.0021
2887.88,0.0030
2887.75,0.0038
2887.63,0.0045
2887.50,0.0049
2887.38,0.0052
2887.25,0.0053
2887.13,0.0049
2887.00,0.0041
2886.88,0.0031
2886.75,0.0024
2886.63,0.0025
2886.50,0.0032
2886.38,0.0042
2886.25,0.0050
2886.13,0.0055
2886.00,0.0056
2885.88,0.0055
2885.75,0.0055
2885.63,0.0057
2885.50,0.0059
2885.38,0.0062
2885.25,0.0062
2885.13,0.0060
2885.00,0.0056
2884.88,0.0050
2884.75,0.0043
2884.63,0.0037
2884.50,0.0031
2884.38,0.0027
2884.25,0.0023
2884.13,0.0023
2884.00,0.0026
2883.88,0.0033
2883.75,0.0042
2883.63,0.0050
2883.50,0.0053
2883.38,0.0053
2883.25,0.0050
2883.13,0.0045
2883.00,0.0040
2882.88,0.0035
2882.75,0.0031
2882.63,0.0030
2882.50,0.0030
2882.38,0.0031
2882.25,0.0033
2882.13,0.0036
2882.00,0.0040
2881.88,0.0045
2881.75,0.0047
2881.63,0.0046
2881.50,0.0042
2881.38,0.0037
2881.25,0.0034
2881.13,0.0032
2881.00,0.0032
2880.88,0.0033
2880.75,0.0034
2880.63,0.0035
2880.50,0.0038
2880.38,0.0044
2880.25,0.0051
2880.13,0.0059
2880.00,0.0067
2879.88,0.0071
2879.75,0.0070
2879.63,0.0063
2879.50,0.0054
2879.38,0.0045
2879.25,0.0042
2879.13,0.0042
2879.00,0.0044
2878.88,0.0042
2878.75,0.0038
2878.63,0.0033
2878.50,0.0033
2878.38,0.0039
2878.25,0.0049
2878.13,0.0057
2878.00,0.0059
2877.88,0.0057
2877.75,0.0052
2877.63,0.0050
2877.50,0.0051
2877.38,0.0054
2877.25,0.0056
2877.13,0.0055
2877.00,0.0051
2876.88,0.0046
2876.75,0.0042
2876.63,0.0043
2876.50,0.0045
2876.38,0.0048
2876.25,0.0048
2876.13,0.0046
2876.00,0.0042
2875.88,0.0037
2875.75,0.0033
2875.63,0.0029
2875.50,0.0024
2875.38,0.0019
2875.25,0.0015
2875.13,0.0014
2875.00,0.0017
2874.88,0.0022
2874.75,0.0026
2874.63,0.0026
2874.50,0.0020
2874.38,0.0014
2874.25,0.0011
2874.13,0.0014
2874.00,0.0020
2873.88,0.0026
2873.75,0.0033
2873.63,0.0039
2873.50,0.0043
2873.38,0.0044
2873.25,0.0043
2873.13,0.0041
2873.00,0.0039
2872.88,0.0038
2872.75,0.0037
2872.63,0.0036
2872.50,0.0036
2872.38,0.0038
2872.25,0.0041
2872.13,0.0043
2872.00,0.0042
2871.88,0.0040
2871.75,0.0036
2871.63,0.0033
2871.50,0.0031
2871.38,0.0030
2871.25,0.0029
2871.13,0.0028
2871.00,0.0027
2870.88,0.0029
2870.75,0.0034
2870.63,0.0043
2870.50,0.0052
2870.38,0.0060
2870.25,0.0063
2870.13,0.0061
2870.00,0.0055
2869.88,0.0047
2869.75,0.0044
2869.63,0.0047
2869.50,0.0056
2869.38,0.0064
2869.25,0.0066
2869.13,0.0059
2869.00,0.0046
2868.88,0.0034
2868.75,0.0030
2868.63,0.0033
2868.50,0.0041
2868.38,0.0049
2868.25,0.0053
2868.13,0.0054
2868.00,0.0053
2867.88,0.0051
2867.75,0.0048
2867.63,0.0043
2867.50,0.0039
2867.38,0.0037
2867.25,0.0037
2867.13,0.0038
2867.00,0.0039
2866.88,0.0039
2866.75,0.0043
2866.63,0.0051
2866.50,0.0063
2866.38,0.0073
2866.25,0.0075
2866.13,0.0069
2866.00,0.0057
2865.88,0.0044
2865.75,0.0034
2865.63,0.0028
2865.50,0.0024
2865.38,0.0023
2865.25,0.0023
2865.13,0.0026
2865.00,0.0031
2864.88,0.0038
2864.75,0.0043
2864.63,0.0046
2864.50,0.0044
2864.38,0.0038
2864.25,0.0029
2864.13,0.0019
2864.00,0.0013
2863.88,0.0012
2863.75,0.0017
2863.63,0.0024
2863.50,0.0029
2863.38,0.0031
2863.25,0.0031
2863.13,0.0030
2863.00,0.0028
2862.88,0.0025
2862.75,0.0024
2862.63,0.0024
2862.50,0.0027
2862.38,0.0031
2862.25,0.0033
2862.13,0.0032
2862.00,0.0032
2861.88,0.0033
2861.75,0.0034
2861.63,0.0032
2861.50,0.0026
2861.38,0.0019
2861.25,0.0015
2861.13,0.0017
2861.00,0.0023
2860.88,0.0030
2860.75,0.0034
2860.63,0.0034
2860.50,0.0030
2860.38,0.0024
2860.25,0.0021
2860.13,0.0022
2860.00,0.0029
2859.88,0.0039
2859.75,0.0048
2859.63,0.0053
2859.50,0.0050
2859.38,0.0041
2859.25,0.0028
2859.13,0.0020
2859.00,0.0019
2858.88,0.0025
2858.75,0.0034
2858.63,0.0041
2858.50,0.0044
2858.38,0.0043
2858.25,0.0038
2858.13,0.0030
2858.00,0.0020
2857.88,0.0010
2857.75,0.0003
2857.63,-0.0001
2857.50,-0.0000
2857.38,0.0004
2857.25,0.0011
2857.13,0.0020
2857.00,0.0028
2856.88,0.0033
2856.75,0.0035
2856.63,0.0034
2856.50,0.0033
2856.38,0.0032
2856.25,0.0032
2856.13,0.0033
2856.00,0.0034
2855.88,0.0037
2855.75,0.0041
2855.63,0.0043
2855.50,0.0041
2855.38,0.0034
2855.25,0.0023
2855.13,0.0013
2855.00,0.0006
2854.88,0.0002
2854.75,0.0003
2854.63,0.0006
2854.50,0.0011
2854.38,0.0019
2854.25,0.0027
2854.13,0.0033
2854.00,0.0036
2853.88,0.0038
2853.75,0.0039
2853.63,0.0038
2853.50,0.0032
2853.38,0.0021
2853.25,0.0007
2853.13,-0.0004
2853.00,-0.0005
2852.88,0.0003
2852.75,0.0017
2852.63,0.0032
2852.50,0.0043
2852.38,0.0050
2852.25,0.0055
2852.13,0.0058
2852.00,0.0061
2851.88,0.0063
2851.75,0.0064
2851.63,0.0065
2851.50,0.0067
2851.38,0.0070
2851.25,0.0072
2851.13,0.0071
2851.00,0.0066
2850.88,0.0058
2850.75,0.0046
2850.63,0.0033
2850.50,0.0022
2850.38,0.0013
2850.25,0.0009
2850.13,0.0006
2850.00,0.0002
2849.88,-0.0003
2849.75,-0.0006
2849.63,-0.0005
2849.50,0.0003
2849.38,0.0014
2849.25,0.0026
2849.13,0.0033
2849.00,0.0035
2848.88,0.0033
2848.75,0.0030
2848.63,0.0031
2848.50,0.0034
2848.38,0.0039
2848.25,0.0043
2848.13,0.0046
2848.00,0.0046
2847.88,0.0044
2847.75,0.0042
2847.63,0.0041
2847.50,0.0043
2847.38,0.0044
2847.25,0.0043
2847.13,0.0039
2847.00,0.0033
2846.88,0.0028
2846.75,0.0023
2846.63,0.0019
2846.50,0.0014
2846.38,0.0010
2846.25,0.0009
2846.13,0.0012
2846.00,0.0019
2845.88,0.0030
2845.75,0.0042
2845.63,0.0052
2845.50,0.0058
2845.38,0.0059
2845.25,0.0057
2845.13,0.0055
2845.00,0.0053
2844.88,0.0051
2844.75,0.0047
2844.63,0.0042
2844.50,0.0037
2844.38,0.0033
2844.25,0.0030
2844.13,0.0027
2844.00,0.0021
2843.88,0.0016
2843.75,0.0015
2843.63,0.0019
2843.50,0.0026
2843.38,0.0033
2843.25,0.0035
2843.13,0.0033
2843.00,0.0030
2842.88,0.0031
2842.75,0.0036
2842.63,0.0043
2842.50,0.0047
2842.38,0.0048
2842.25,0.0044
2842.13,0.0038
2842.00,0.0030
2841.88,0.0024
2841.75,0.0022
2841.63,0.0025
2841.50,0.0031
2841.38,0.0037
2841.25,0.0039
2841.13,0.0038
2841.00,0.0033
2840.88,0.0026
2840.75,0.0018
2840.63,0.0009
2840.50,-0.0001
2840.38,-0.0007
2840.25,-0.0005
2840.13,0.0007
2840.00,0.0025
2839.88,0.0040
2839.75,0.0047
2839.63,0.0046
2839.50,0.0041
2839.38,0.0036
2839.25,0.0033
2839.13,0.0032
2839.00,0.0031
2838.88,0.0032
2838.75,0.0033
2838.63,0.0035
2838.50,0.0035
2838.38,0.0034
2838.25,0.0031
2838.13,0.0027
2838.00,0.0025
2837.88,0.0025
2837.75,0.0031
2837.63,0.0041
2837.50,0.0053
2837.38,0.0065
2837.25,0.0072
2837.13,0.0075
2837.00,0.0074
2836.88,0.0069
2836.75,0.0062
2836.63,0.0056
2836.50,0.0050
2836.38,0.0046
2836.25,0.0041
2836.13,0.0036
2836.00,0.0031
2835.88,0.0028
2835.75,0.0027
2835.63,0.0027
2835.50,0.0027
2835.38,0.0027
2835.25,0.0028
2835.13,0.0030
2835.00,0.0030
2834.88,0.0026
2834.75,0.0021
2834.63,0.0018
2834.50,0.0019
2834.38,0.0023
2834.25,0.0028
2834.13,0.0029
2834.00,0.0027
2833.88,0.0023
2833.75,0.0021
2833.63,0.0022
2833.50,0.0025
2833.38,0.0030
2833.25,0.0035
2833.13,0.0037
2833.00,0.0036
2832.88,0.0032
2832.75,0.0028
2832.63,0.0026
2832.50,0.0029
2832.38,0.0037
2832.25,0.0047
2832.13,0.0059
2832.00,0.0070
2831.88,0.0076
2831.75,0.0075
2831.63,0.0067
2831.50,0.0054
2831.38,0.0040
2831.25,0.0030
2831.13,0.0024
2831.00,0.0020
2830.88,0.0017
2830.75,0.0014
2830.63,0.0009
2830.50,0.0005
2830.38,0.0004
2830.25,0.0008
2830.13,0.0015
2830.00,0.0021
2829.88,0.0024
2829.75,0.0026
2829.63,0.0031
2829.50,0.0040
2829.38,0.0050
2829.25,0.0053
2829.13,0.0050
2829.00,0.0043
2828.88,0.0037
2828.75,0.0034
2828.63,0.0032
2828.50,0.0028
2828.38,0.0022
2828.25,0.0017
2828.13,0.0017
2828.00,0.0021
2827.88,0.0025
2827.75,0.0029
2827.63,0.0031
2827.50,0.0034
2827.38,0.0037
2827.25,0.0040
2827.13,0.0042
2827.00,0.0044
2826.88,0.0044
2826.75,0.0042
2826.63,0.0039
2826.50,0.0036
2826.38,0.0036
2826.25,0.0037
2826.13,0.0037
2826.00,0.0033
2825.88,0.0027
2825.75,0.0024
2825.63,0.0026
2825.50,0.0030
2825.38,0.0034
2825.25,0.0034
2825.13,0.0029
2825.00,0.0022
2824.88,0.0014
2824.75,0.0008
2824.63,0.0005
2824.50,0.0007
2824.38,0.0011
2824.25,0.0015
2824.13,0.0020
2824.00,0.0026
2823.88,0.0032
2823.75,0.0037
2823.63,0.0037
2823.50,0.0034
2823.38,0.0031
2823.25,0.0032
2823.13,0.0037
2823.00,0.0040
2822.88,0.0041
2822.75,0.0036
2822.63,0.0029
2822.50,0.0021
2822.38,0.0013
2822.25,0.0008
2822.13,0.0007
2822.00,0.0009
2821.88,0.0015
2821.75,0.0022
2821.63,0.0028
2821.50,0.0030
2821.38,0.0029
2821.25,0.0029
2821.13,0.0030
2821.00,0.0034
2820.88,0.0037
2820.75,0.0039
2820.63,0.0040
2820.50,0.0043
2820.38,0.0046
2820.25,0.0046
2820.13,0.0040
2820.00,0.0027
2819.88,0.0013
2819.75,0.0004
2819.63,0.0004
2819.50,0.0010
2819.38,0.0021
2819.25,0.0032
2819.13,0.0043
2819.00,0.0052
2818.88,0.0057
2818.75,0.0056
2818.63,0.0049
2818.50,0.0041
2818.38,0.0036
2818.25,0.0033
2818.13,0.0031
2818.00,0.0026
2817.88,0.0019
2817.75,0.0013
2817.63,0.0011
2817.50,0.0014
2817.38,0.0018
2817.25,0.0023
2817.13,0.0024
2817.00,0.0022
2816.88,0.0018
2816.75,0.0014
2816.63,0.0012
2816.50,0.0014
2816.38,0.0017
2816.25,0.0020
2816.13,0.0022
2816.00,0.0023
2815.88,0.0026
2815.75,0.0029
2815.63,0.0030
2815.50,0.0029
2815.38,0.0026
2815.25,0.0023
2815.13,0.0024
2815.00,0.0029
2814.88,0.0036
2814.75,0.0043
2814.63,0.0048
2814.50,0.0049
2814.38,0.0048
2814.25,0.0046
2814.13,0.0045
2814.00,0.0042
2813.88,0.0038
2813.75,0.0034
2813.63,0.0030
2813.50,0.0028
2813.38,0.0026
2813.25,0.0026
2813.13,0.0026
2813.00,0.0028
2812.88,0.0032
2812.75,0.0036
2812.63,0.0039
2812.50,0.0040
2812.38,0.0039
2812.25,0.0038
2812.13,0.0038
2812.00,0.0038
2811.88,0.0038
2811.75,0.0036
2811.63,0.0030
2811.50,0.0021
2811.38,0.0012
2811.25,0.0008
2811.13,0.0012
2811.00,0.0022
2810.88,0.0034
2810.75,0.0042
2810.63,0.0043
2810.50,0.0038
2810.38,0.0031
2810.25,0.0026
2810.13,0.0022
2810.00,0.0020
2809.88,0.0017
2809.75,0.0012
2809.63,0.0009
2809.50,0.0007
2809.38,0.0008
2809.25,0.0009
2809.13,0.0011
2809.00,0.0014
2808.88,0.0018
2808.75,0.0024
2808.63,0.0030
2808.50,0.0036
2808.38,0.0039
2808.25,0.0040
2808.13,0.0039
2808.00,0.0036
2807.88,0.0030
2807.75,0.0023
2807.63,0.0015
2807.50,0.0010
2807.38,0.0011
2807.25,0.0018
2807.13,0.0032
2807.00,0.0046
2806.88,0.0056
2806.75,0.0060
2806.63,0.0056
2806.50,0.0048
2806.38,0.0042
2806.25,0.0039
2806.13,0.0037
2806.00,0.0033
2805.88,0.0027
2805.75,0.0019
2805.63,0.0014
2805.50,0.0012
2805.38,0.0014
2805.25,0.0015
2805.13,0.0013
2805.00,0.0011
2804.88,0.0011
2804.75,0.0017
2804.63,0.0026
2804.50,0.0036
2804.38,0.0043
2804.25,0.0045
2804.13,0.0041
2804.00,0.0033
2803.88,0.0026
2803.75,0.0021
2803.63,0.0022
2803.50,0.0025
2803.38,0.0029
2803.25,0.0033
2803.13,0.0036
2803.00,0.0041
2802.88,0.0043
2802.75,0.0042
2802.63,0.0037
2802.50,0.0029
2802.38,0.0023
2802.25,0.0018
2802.13,0.0015
2802.00,0.0015
2801.88,0.0017
2801.75,0.0021
2801.63,0.0025
2801.50,0.0027
2801.38,0.0027
2801.25,0.0027
2801.13,0.0031
2801.00,0.0037
2800.88,0.0045
2800.75,0.0050
2800.63,0.0052
2800.50,0.0052
2800.38,0.0054
2800.25,0.0056
2800.13,0.0057
2800.00,0.0053
2799.88,0.0045
2799.75,0.0036
2799.63,0.0031
2799.50,0.0031
2799.38,0.0035
2799.25,0.0037
2799.13,0.0035
2799.00,0.0030
2798.88,0.0028
2798.75,0.0031
2798.63,0.0040
2798.50,0.0052
2798.38,0.0061
2798.25,0.0064
2798.13,0.0063
2798.00,0.0057
2797.88,0.0049
2797.75,0.0040
2797.63,0.0032
2797.50,0.0028
2797.38,0.0029
2797.25,0.0032
2797.13,0.0038
2797.00,0.0044
2796.88,0.0048
2796.75,0.0049
2796.63,0.0046
2796.50,0.0042
2796.38,0.0038
2796.25,0.0036
2796.13,0.0038
2796.00,0.0041
2795.88,0.0045
2795.75,0.0048
2795.63,0.0049
2795.50,0.0046
2795.38,0.0040
2795.25,0.0035
2795.13,0.0031
2795.00,0.0030
2794.88,0.0031
2794.75,0.0032
2794.63,0.0033
2794.50,0.0034
2794.38,0.0033
2794.25,0.0030
2794.13,0.0025
2794.00,0.0020
2793.88,0.0017
2793.75,0.0016
2793.63,0.0017
2793.50,0.0017
2793.38,0.0018
2793.25,0.0017
2793.13,0.0018
2793.00,0.0020
2792.88,0.0024
2792.75,0.0031
2792.63,0.0038
2792.50,0.0043
2792.38,0.0043
2792.25,0.0041
2792.13,0.0039
2792.00,0.0037
2791.88,0.0035
2791.75,0.0031
2791.63,0.0025
2791.50,0.0018
2791.38,0.0012
2791.25,0.0010
2791.13,0.0011
2791.00,0.0016
2790.88,0.0024
2790.75,0.0032
2790.63,0.0039
2790.50,0.0043
2790.38,0.0045
2790.25,0.0044
2790.13,0.0041
2790.00,0.0038
2789.88,0.0036
2789.75,0.0035
2789.63,0.0036
2789.50,0.0038
2789.38,0.0041
2789.25,0.0041
2789.13,0.0037
2789.00,0.0031
2788.88,0.0025
2788.75,0.0023
2788.63,0.0024
2788.50,0.0026
2788.38,0.0025
2788.25,0.0021
2788.13,0.0016
2788.00,0.0013
2787.88,0.0014
2787.75,0.0019
2787.63,0.0026
2787.50,0.0035
2787.38,0.0045
2787.25,0.0055
2787.13,0.0063
2787.00,0.0063
2786.88,0.0054
2786.75,0.0037
2786.63,0.0018
2786.50,0.0003
2786.38,-0.0004
2786.25,-0.0002
2786.13,0.0006
2786.00,0.0016
2785.88,0.0024
2785.75,0.0029
2785.63,0.0031
2785.50,0.0032
2785.38,0.0035
2785.25,0.0039
2785.13,0.0045
2785.00,0.0050
2784.88,0.0049
2784.75,0.0040
2784.63,0.0027
2784.50,0.0015
2784.38,0.0008
2784.25,0.0009
2784.13,0.0013
2784.00,0.0019
2783.88,0.0027
2783.75,0.0036
2783.63,0.0045
2783.50,0.0051
2783.38,0.0049
2783.25,0.0040
2783.13,0.0028
2783.00,0.0019
2782.88,0.0017
2782.75,0.0019
2782.63,0.0023
2782.50,0.0025
2782.38,0.0026
2782.25,0.0027
2782.13,0.0027
2782.00,0.0026
2781.88,0.0025
2781.75,0.0024
2781.63,0.0025
2781.50,0.0028
2781.38,0.0033
2781.25,0.0037
2781.13,0.0040
2781.00,0.0042
2780.88,0.0043
2780.75,0.0045
2780.63,0.0047
2780.50,0.0048
2780.38,0.0047
2780.25,0.0041
2780.13,0.0031
2780.00,0.0020
2779.88,0.0010
2779.75,0.0004
2779.63,0.0002
2779.50,0.0002
2779.38,0.0003
2779.25,0.0008
2779.13,0.0015
2779.00,0.0022
2778.88,0.0026
2778.75,0.0028
2778.63,0.0028
2778.50,0.0030
2778.38,0.0035
2778.25,0.0042
2778.13,0.0047
2778.00,0.0048
2777.88,0.0045
2777.75,0.0040
2777.63,0.0035
2777.50,0.0029
2777.38,0.0022
2777.25,0.0016
2777.13,0.0014
2777.00,0.0018
2776.88,0.0024
2776.75,0.0028
2776.63,0.0030
2776.50,0.0031
2776.38,0.0035
2776.25,0.0041
2776.13,0.0044
2776.00,0.0040
2775.88,0.0032
2775.75,0.0021
2775.63,0.0012
2775.50,0.0008
2775.38,0.0010
2775.25,0.0018
2775.13,0.0027
2775.00,0.0034
2774.88,0.0036
2774.75,0.0032
2774.63,0.0027
2774.50,0.0025
2774.38,0.0030
2774.25,0.0040
2774.13,0.0049
2774.00,0.0053
2773.88,0.0051
2773.75,0.0042
2773.63,0.0030
2773.50,0.0021
2773.38,0.0018
2773.25,0.0020
2773.13,0.0027
2773.00,0.0035
2772.88,0.0041
2772.75,0.0043
2772.63,0.0040
2772.50,0.0035
2772.38,0.0031
2772.25,0.0030
2772.13,0.0033
2772.00,0.0037
2771.88,0.0039
2771.75,0.0040
2771.63,0.0040
2771.50,0.0040
2771.38,0.0039
2771.25,0.0033
2771.13,0.0021
2771.00,0.0006
2770.88,-0.0005
2770.75,-0.0007
2770.63,0.0001
2770.50,0.0016
2770.38,0.0031
2770.25,0.0040
2770.13,0.0042
2770.00,0.0036
2769.88,0.0026
2769.75,0.0017
2769.63,0.0011
2769.50,0.0009
2769.38,0.0011
2769.25,0.0015
2769.13,0.0018
2769.00,0.0021
2768.88,0.0022
2768.75,0.0022
2768.63,0.0022
2768.50,0.0025
2768.38,0.0030
2768.25,0.0037
2768.13,0.0042
2768.00,0.0042
2767.88,0.0037
2767.75,0.0030
2767.63,0.0026
2767.50,0.0025
2767.38,0.0028
2767.25,0.0030
2767.13,0.0031
2767.00,0.0029
2766.88,0.0026
2766.75,0.0022
2766.63,0.0018
2766.50,0.0016
2766.38,0.0015
2766.25,0.0017
2766.13,0.0022
2766.00,0.0029
2765.88,0.0035
2765.75,0.0038
2765.63,0.0038
2765.50,0.0037
2765.38,0.0037
2765.25,0.0040
2765.13,0.0045
2765.00,0.0050
2764.88,0.0053
2764.75,0.0057
2764.63,0.0060
2764.50,0.0062
2764.38,0.0061
2764.25,0.0056
2764.13,0.0047
2764.00,0.0039
2763.88,0.0035
2763.75,0.0033
2763.63,0.0034
2763.50,0.0032
2763.38,0.0027
2763.25,0.0019
2763.13,0.0010
2763.00,0.0006
2762.88,0.0008
2762.75,0.0015
2762.63,0.0023
2762.50,0.0028
2762.38,0.0029
2762.25,0.0027
2762.13,0.0025
2762.00,0.0025
2761.88,0.0026
2761.75,0.0029
2761.63,0.0032
2761.50,0.0033
2761.38,0.0030
2761.25,0.0023
2761.13,0.0015
2761.00,0.0011
2760.88,0.0013
2760.75,0.0017
2760.63,0.0018
2760.50,0.0014
2760.38,0.0005
2760.25,-0.0001
2760.13,-0.0001
